NCIt Code	SwissProt ID	NCIt Preferred Name
C17418	P17542	T-Cell Acute Lymphocytic Leukemia Protein 1
C30072	Q16559	T-Cell Acute Lymphocytic Leukemia Protein 2
C38935	P09564	T-Cell Antigen CD7
C73129	P30203	T-Cell Differentiation Antigen CD6
C126125	Q495A1	T-Cell Immunoreceptor with Ig and ITIM Domains
C17497	P31314	T-Cell Leukemia Homeobox Protein 1
C98101	O43711	T-Cell Leukemia Homeobox Protein 3
C30082	P57738	T-Cell Leukemia Translocation-Altered Gene Protein
C92701	P56279	T-Cell Leukemia/Lymphoma Protein 1A
C30081	O95988	T-Cell Leukemia/Lymphoma Protein 1B
C88930	A2JGV3	T-Cell Receptor Gamma Chain Alternative Reading Frame Protein Isoform 1
C30128	Q6PIZ9	T-Cell Receptor-Associated Transmembrane Adapter 1
C15174	P06729	T-Cell Surface Antigen CD2
C97923	P06126	T-Cell Surface Glycoprotein CD1a
C118909	P29017	T-Cell Surface Glycoprotein CD1c
C38899	P04234	T-Cell Surface Glycoprotein CD3 Delta Chain
C25792	P07766	T-Cell Surface Glycoprotein CD3 Epsilon Chain
C38904	P20963	T-Cell Surface Glycoprotein CD3 Eta Chain
C38901	P09693	T-Cell Surface Glycoprotein CD3 Gamma Chain
C38903	P20963	T-Cell Surface Glycoprotein CD3 Zeta Chain
C16300	P01730	T-Cell Surface Glycoprotein CD4
C73124	P06127	T-Cell Surface Glycoprotein CD5
C104109	P01732	T-Cell Surface Glycoprotein CD8 Alpha Chain
C17441	P10966	T-Cell Surface Glycoprotein CD8 Beta Chain
C17336	P10747	T-Cell-Specific Surface Glycoprotein CD28
C97839	P0C1Z6	TCF3 Fusion Partner
C99628	Q2MV58	Tectonic-1
C102961	Q9BUR4	Telomerase Cajal Body Protein 1
C20074	Q99973	Telomerase Protein Component 1
C20183	O14746	Telomere Reverse Transcriptase
C124094	Q5UIP0	Telomere-Associated Protein RIF1
C18028	P54274	Telomeric Repeat-Binding Factor 1
C28658	Q15554	Telomeric Repeat-Binding Factor 2
C112898	Q9NYB0	Telomeric Repeat-Binding Factor 2-Interacting Protein 1
C17338	P24821	Tenascin
C21544	Q9BSI4	TERF1-Interacting Nuclear Factor 2
C73550	Q9UGI8	Testin
C111924	Q9BZW7	Testis-Specific Gene 10 Protein
C30134	Q9UJT2	Testis-Specific Serine Kinase Substrate
C30145	Q01534	Testis-Specific Y-Encoded Protein 1
C101299	Q9H2G4	Testis-Specific Y-Encoded-Like Protein 2
C105151	P37058	Testosterone 17-Beta-Dehydrogenase 3
C70993	Q9BZE9	Tether Containing UBX Domain For GLUT4
C131279	O60637	Tetraspanin-3
C21530	Q96QS1	Tetraspanin-32
C30146	O95801	Tetratricopeptide Repeat Protein 4
C28701	Q9UNN4	TFIIA-Alpha and Beta Like Factor
C21452	P19447	TFIIH Basal Transcription Factor Complex Helicase XPB Subunit
C21446	P18074	TFIIH Basal Transcription Factor Complex Helicase XPD Subunit
C101374	O95411	TGFB1-Induced Anti-Apoptotic Factor 1
C30098	P36897	TGF-Beta Receptor Type-1
C17341	P37173	TGF-Beta Receptor Type-2
C26489	Q15750	TGF-Beta-Activated Kinase 1 and MAP3K7-Binding Protein 1
C21594	P51580	Thiopurine S-Methyltransferase
C20465	P10599	Thioredoxin
C107618	Q16881	Thioredoxin Reductase 1, Cytoplasmic
C107621	Q9NNW7	Thioredoxin Reductase 2, Mitochondrial
C113220	Q9H3M7	Thioredoxin-Interacting Protein
C21515	Q13769	THO Complex Subunit 5 Homolog
C21547	Q9NSU2	Three Prime Repair Exonuclease 1
C21552	Q9BQ50	Three Prime Repair Exonuclease 2
C102896	Q9H6P5	Threonine Aspartase 1
C131364	Q5VV42	Threonylcarbamoyladenosine tRNA Methylthiotransferase
C101380	P07204	Thrombomodulin
C20441	P40225	Thrombopoietin
C17695	P40238	Thrombopoietin Receptor
C17547	P07996	Thrombospondin-1
C18038	P35442	Thrombospondin-2
C105093	P21731	Thromboxane A2 Receptor
C73528	P04216	Thy-1 Membrane Glycoprotein
C30135	Q969D9	Thymic Stromal Lymphopoietin
C38512	P04183	Thymidine Kinase, Cytosolic
C38513	O00142	Thymidine Kinase, Mitochondrial
C26148	P19971	Thymidine Phosphorylase
C17199	P04818	Thymidylate Synthase
C147950	O94900	Thymocyte Selection-Associated High Mobility Group Box Protein TOX
C18041	P0CG34	Thymosin Beta-15A
C137963	P62328	Thymosin Beta-4
C137964	O14604	Thymosin Beta-4, Y-Chromosomal
C2304	P01266	Thyroglobulin
C19920	P10827	Thyroid Hormone Receptor Alpha
C17736	P10828	Thyroid Hormone Receptor Beta
C97842	Q9Y2W1	Thyroid Hormone Receptor-Associated Protein 3
C117175	Q92748	Thyroid Hormone-Inducible Hepatic Protein
C16752	P07202	Thyroid Peroxidase
C97863	Q15643	Thyroid Receptor-Interacting Protein 11
C73445	P43699	Thyroid Transcription Factor 1
C30133	P16473	Thyrotropin Receptor
C136413	P20396	Thyrotropin-Releasing Hormone
C106005	P05543	Thyroxine-Binding Globulin
C114824	Q07157	Tight Junction Protein ZO-1
C17197	P13726	Tissue Factor
C97262	P10646	Tissue Factor Pathway Inhibitor
C111846	P48307	Tissue Factor Pathway Inhibitor 2
C16995	P00750	Tissue-Type Plasminogen Activator
C101758	Q8WZ42	Titin
C15173	P33681	T-Lymphocyte Activation Antigen CD80
C78147	P42081	T-Lymphocyte Activation Antigen CD86
C18554	Q13009	T-Lymphoma Invasion and Metastasis-Inducing Protein 1
C105110	Q13077	TNF Receptor-Associated Factor 1
C17812	Q12933	TNF Receptor-Associated Factor 2
C96379	Q13114	TNF Receptor-Associated Factor 3
C21163	O75615	TNF Receptor-Associated Factor 4
C30125	Q9Y4K3	TNF Receptor-Associated Factor 6
C150070	Q15025	TNFAIP3-Interacting Protein 1
C30115	Q9H0E2	Toll-Interacting Protein
C30101	Q15399	Toll-Like Receptor 1
C30102	O60603	Toll-Like Receptor 2
C30104	O15455	Toll-Like Receptor 3
C30105	O00206	Toll-Like Receptor 4
C30106	O60602	Toll-Like Receptor 5
C30107	Q9Y2C9	Toll-Like Receptor 6
C30108	Q9NYK1	Toll-Like Receptor 7
C30109	Q9NR97	Toll-Like Receptor 8
C96048	Q9NR96	Toll-Like Receptor 9
C101409	O43897	Tolloid-Like Protein 1
C16516	P11387	Topoisomerase I
C142759	O14656	Torsin-1A
C68712	O15405	TOX High Mobility Group Box Family Member 3
C106456	O43715	TP53-Regulated Inhibitor of Apoptosis 1
C133882	Q92844	TRAF Family Member-Associated NF-Kappa-B Activator
C75428	P48553	Trafficking Protein Particle Complex Subunit 10
C89011	Q9BV79	Trans-2-Enoyl-CoA Reductase, Mitochondrial
C75494	P23771	Trans-Acting T-Cell-Specific Transcription Factor GATA-3
C19845	P51532	Transcription Activator BRG1
C104535	Q96HZ4	Transcription Cofactor HES-6
C97824	P23193	Transcription Elongation Factor A Protein 1
C17537	O00267	Transcription Elongation Factor SPT5
C17419	Q7KZ85	Transcription Elongation Factor SPT6
C120565	Q5VWI1	Transcription Elongation Regulator 1-Like Protein
C97830	Q99081	Transcription Factor 12
C54234	O43680	Transcription Factor 21
C105958	P15884	Transcription Factor 4
C97908	P36402	Transcription Factor 7
C150341	Q9HCS4	Transcription Factor 7-Like 1
C30080	Q9NQB0	Transcription Factor 7-Like 2
C17437	P05412	Transcription Factor AP-1
C17294	P05549	Transcription Factor AP-2-Alpha
C17970	Q92481	Transcription Factor AP-2-Beta
C117148	Q6VUC0	Transcription Factor AP-2-Epsilon
C18282	Q92754	Transcription Factor AP-2-Gamma
C91796	Q01664	Transcription Factor AP-4
C80025	Q9UH73	Transcription Factor COE1
C152988	Q9BQW3	Transcription Factor COE4
C95883	Q14186	Transcription Factor Dp-1
C30093	Q14188	Transcription Factor Dp-2
C30079	P15923	Transcription Factor E2-Alpha
C17546	Q01094	Transcription Factor E2F1
C96003	Q14209	Transcription Factor E2F2
C96006	O00716	Transcription Factor E2F3
C125266	Q16254	Transcription Factor E2F4
C104896	O75461	Transcription Factor E2F6
C30094	P19532	Transcription Factor E3
C94763	P19484	Transcription Factor EB
C17798	P41212	Transcription Factor ETV6
C75497	P43694	Transcription Factor GATA-4
C60659	Q9BWX5	Transcription Factor GATA-5
C104418	Q92908	Transcription Factor GATA-6
C84294	Q14469	Transcription Factor HES-1
C114519	Q9Y543	Transcription Factor HES-2
C104532	Q5TGS1	Transcription Factor HES-3
C104259	Q9HCC6	Transcription Factor HES-4
C84297	Q5TA89	Transcription Factor HES-5
C28710	Q9HAW0	Transcription Factor IIIB 50 kDa Subunit
C28705	Q92994	Transcription Factor IIIB 90 kDa Subunit
C17462	P17275	Transcription Factor Jun-B
C17463	P17535	Transcription Factor Jun-D
C18170	O75444	Transcription Factor Maf
C120573	Q8NHW3	Transcription Factor MafA
C97673	Q9Y5Q3	Transcription Factor MafB
C18047	O15525	Transcription Factor MafG
C93112	O60675	Transcription Factor MafK
C93118	Q16621	Transcription Factor NF-E2 45 kDa Subunit
C17686	Q04206	Transcription Factor p65
C18036	P17947	Transcription Factor PU.1
C105999	Q01201	Transcription Factor RelB
C102893	P56693	Transcription Factor SOX-10
C105081	P35716	Transcription Factor SOX-11
C114835	Q9H6I2	Transcription Factor SOX-17
C79749	P35713	Transcription Factor SOX-18
C61139	P48431	Transcription Factor SOX-2
C147884	Q9Y651	Transcription Factor SOX-21
C75515	P41225	Transcription Factor SOX-3
C112921	Q06945	Transcription Factor SOX-4
C75410	P35712	Transcription Factor SOX-6
C97205	P57073	Transcription Factor SOX-8
C75518	P48436	Transcription Factor SOX-9
C20637	P08047	Transcription Factor Sp1
C98045	Q02447	Transcription Factor Sp3
C99653	Q01892	Transcription Factor Spi-B
C28711	A6H8Y1	Transcription Factor TFIIIB Component B'' homolog
C29673	P52655	Transcription Initiation Factor IIA Alpha Chain
C29674	P52655	Transcription Initiation Factor IIA Beta Chain
C29672	P52655	Transcription Initiation Factor IIA Subunit 1
C29675	P52657	Transcription Initiation Factor IIA Subunit 2
C29676	Q00403	Transcription Initiation Factor IIB
C29686	P29084	Transcription Initiation Factor IIE Subunit Beta
C17677	P21675	Transcription Initiation Factor TFIID Subunit 1
C30058	Q12962	Transcription Initiation Factor TFIID Subunit 10
C30059	Q15544	Transcription Initiation Factor TFIID Subunit 11
C30061	Q16514	Transcription Initiation Factor TFIID Subunit 12 Isoform TAFII15
C30060	Q16514	Transcription Initiation Factor TFIID Subunit 12 Isoform TAFII20
C30062	Q15543	Transcription Initiation Factor TFIID Subunit 13
C150335	Q8IZX4	Transcription Initiation Factor TFIID Subunit 1-Like
C30063	Q6P1X5	Transcription Initiation Factor TFIID Subunit 2
C30064	Q5VWG9	Transcription Initiation Factor TFIID Subunit 3
C30065	O00268	Transcription Initiation Factor TFIID Subunit 4
C30066	Q15542	Transcription Initiation Factor TFIID Subunit 5
C30067	P49848	Transcription Initiation Factor TFIID Subunit 6
C30068	Q15545	Transcription Initiation Factor TFIID Subunit 7
C30069	Q5H9L4	Transcription Initiation Factor TFIID Subunit 7-Like
C30070	Q7Z7C8	Transcription Initiation Factor TFIID Subunit 8
C30071	Q16594	Transcription Initiation Factor TFIID Subunit 9
C17588	O75486	Transcription Initiation Protein SPT3 Homolog
C95283	O15164	Transcription Intermediary Factor 1-Alpha
C97236	Q9BYV9	Transcription Regulator Protein BACH2
C107624	Q15361	Transcription Termination Factor 1
C97620	Q10571	Transcriptional Activator MN1
C17329	P10242	Transcriptional Activator Myb
C18977	Q00577	Transcriptional Activator Protein Pur-Alpha
C101471	O75478	Transcriptional Adapter 2-Alpha
C96032	P46937	Transcriptional Coactivator YAP1
C74978	Q9H0Z1	Transcriptional Regulator ATRX
C18557	P11308	Transcriptional Regulator ERG
C73704	P49711	Transcriptional Repressor CTCF
C111823	Q8NI51	Transcriptional Repressor CTCFL
C102473	P25490	Transcriptional Repressor Protein YY1
C21493	Q96PN7	Transcriptional-Regulating Factor 1
C104553	Q9Y4P3	Transducin Beta-Like Protein 2
C104862	Q04724	Transducin-Like Enhancer Protein 1
C115082	Q04725	Transducin-Like Enhancer Protein 2
C99619	Q04726	Transducin-Like Enhancer Protein 3
C115085	Q04727	Transducin-Like Enhancer Protein 4
C38519	P02786	Transferrin Receptor Protein 1
C38521	Q9UP52	Transferrin Receptor Protein 2
C30132	Q9Y4A5	Transformation/Transcription Domain-Associated Protein
C21225	O75410	Transforming Acidic Coiled-Coil-Containing Protein 1
C26476	O95359	Transforming Acidic Coiled-Coil-Containing Protein 2
C30027	Q9Y6A5	Transforming Acidic Coiled-Coil-Containing Protein 3
C20454	P01135	Transforming Growth Factor Alpha
C30099	Q03167	Transforming Growth Factor Beta Receptor Type 3
C20457	P01137	Transforming Growth Factor Beta-1
C114353	O43294	Transforming Growth Factor Beta-1-Induced Transcript 1 Protein
C20458	P61812	Transforming Growth Factor Beta-2
C20459	P10600	Transforming Growth Factor Beta-3
C38672	Q15582	Transforming Growth Factor-Beta-Induced Protein IG-H3
C17415	P61586	Transforming Protein RhoA
C114525	Q01995	Transgelin
C124911	Q9HCF6	Transient Receptor Potential Cation Channel Subfamily M Member 3
C30131	Q9NZQ8	Transient Receptor Potential Cation Channel Subfamily M Member 5
C147084	Q9BX84	Transient Receptor Potential Cation Channel Subfamily M Member 6
C98060	Q96QT4	Transient Receptor Potential Cation Channel Subfamily M Member 7
C138115	Q9HBA0	Transient Receptor Potential Cation Channel Subfamily V Member 4
C94620	Q9H1D0	Transient Receptor Potential Cation Channel Subfamily V Member 6
C124934	P55072	Transitional Endoplasmic Reticulum ATPase
C38545	Q14232	Translation Initiation Factor EIF-2B Subunit Alpha
C38547	P49770	Translation Initiation Factor EIF-2B Subunit Beta
C38549	Q9UI10	Translation Initiation Factor EIF-2B Subunit Delta
C38551	Q13144	Translation Initiation Factor EIF-2B Subunit Epsilon
C101391	P13693	Translationally-Controlled Tumor Protein
C122729	P30536	Translocator Protein
C17581	P30408	Transmembrane 4 L6 Family Member 1
C114415	O94876	Transmembrane and Coiled-Coil Domains Protein 1
C105927	Q8IUR5	Transmembrane and TPR Repeat-Containing Protein 1
C113116	Q14956	Transmembrane Glycoprotein NMB
C30110	O15393	Transmembrane Protease Serine 2
C95305	O75204	Transmembrane Protein 127
C101660	Q9NPI0	Transmembrane Protein 138
C105107	Q9BSN7	Transmembrane Protein 204
C101663	Q9P0N5	Transmembrane Protein 216
C152010	Q96B21	Transmembrane Protein 45B
C79964	P02766	Transthyretin
C75599	Q13428	Treacle Protein
C17330	P04155	Trefoil Factor 1
C115190	Q03403	Trefoil Factor 2
C101771	Q07654	Trefoil Factor 3
C119630	Q96RU8	Tribbles Homolog 1
C104577	Q92519	Tribbles Homolog 2
C128850	P22102	Trifunctional Purine Biosynthetic Protein Adenosine-3
C125470	Q9NZC2	Triggering Receptor Expressed On Myeloid Cells 2
C134310	Q9UPQ9	Trinucleotide Repeat-Containing Gene 6B Protein
C105559	P60174	Triosephosphate Isomerase
C106035	O95361	Tripartite Motif-Containing Protein 16
C125263	Q14134	Tripartite Motif-Containing Protein 29
C98163	Q9C035	Tripartite Motif-Containing Protein 5
C30129	O75962	Triple Functional Domain Protein
C102964	P26651	Tristetraprolin
C105562	O14717	tRNA (Cytosine(38)-C(5))-Methyltransferase
C98057	Q9NYL9	Tropomodulin-3
C113125	P09493	Tropomyosin Alpha-1 Chain
C97851	P06753	Tropomyosin Alpha-3 Chain
C129382	P06753	Tropomyosin Alpha-3 Chain Isoform 2
C129384	P06753	Tropomyosin Alpha-3 Chain Isoform 3
C97854	P67936	Tropomyosin Alpha-4 Chain
C115003	P07951	Tropomyosin Beta Chain
C104226	P19429	Troponin I, Cardiac Muscle
C104220	P45379	Troponin T, Cardiac Muscle
C104460	P55957	Truncated BID
C113759	P07477	Trypsin-1
C118562	P07478	Trypsin-2
C124248	P20231	Tryptase Beta-2
C17218	P48775	Tryptophan 2,3-Dioxygenase
C105873	P17752	Tryptophan 5-Hydroxylase 1
C132154	Q9UGM6	Tryptophan-tRNA Ligase, Mitochondrial
C105565	Q99576	TSC22 Domain Family Protein 3
C17913	P49815	Tuberin
C115194	P68363	Tubulin Alpha-1B Chain
C104170	Q13748	Tubulin Alpha-3C/D Chain
C104166	P07437	Tubulin Beta Chain
C104244	Q13509	Tubulin Beta-3 Chain
C38488	P23258	Tubulin Gamma-1 Chain
C38490	Q9NRH3	Tubulin Gamma-2 Chain
C114423	Q5QJ74	Tubulin-Specific Chaperone Cofactor E-Like Protein
C97866	Q8NG68	Tubulin-Tyrosine Ligase
C20535	P01375	Tumor Necrosis Factor
C120977	Q03169	Tumor Necrosis Factor Alpha-Induced Protein 2
C84996	P21580	Tumor Necrosis Factor Alpha-Induced Protein 3
C20533	P50591	Tumor Necrosis Factor Ligand Superfamily Member 10
C30113	O14788	Tumor Necrosis Factor Ligand Superfamily Member 11
C117068	O43508	Tumor Necrosis Factor Ligand Superfamily Member 12
C105969	O75888	Tumor Necrosis Factor Ligand Superfamily Member 13
C94789	Q9Y275	Tumor Necrosis Factor Ligand Superfamily Member 13B
C133790	O43557	Tumor Necrosis Factor Ligand Superfamily Member 14
C18289	O95150	Tumor Necrosis Factor Ligand Superfamily Member 15
C142776	Q9UNG2	Tumor Necrosis Factor Ligand Superfamily Member 18
C20532	P23510	Tumor Necrosis Factor Ligand Superfamily Member 4
C20529	P48023	Tumor Necrosis Factor Ligand Superfamily Member 6
C116061	P32971	Tumor Necrosis Factor Ligand Superfamily Member 8
C133793	P41273	Tumor Necrosis Factor Ligand Superfamily Member 9
C17907	Q15628	Tumor Necrosis Factor Receptor 1-Associated DEATH Domain Protein
C18174	O00220	Tumor Necrosis Factor Receptor Superfamily Member 10A
C18178	O14763	Tumor Necrosis Factor Receptor Superfamily Member 10B
C104520	O14798	Tumor Necrosis Factor Receptor Superfamily Member 10C
C84994	Q9Y6Q6	Tumor Necrosis Factor Receptor Superfamily Member 11A
C30111	O00300	Tumor Necrosis Factor Receptor Superfamily Member 11B
C117073	Q9NP84	Tumor Necrosis Factor Receptor Superfamily Member 12A
C127903	O14836	Tumor Necrosis Factor Receptor Superfamily Member 13B
C111797	Q96RJ3	Tumor Necrosis Factor Receptor Superfamily Member 13C
C97845	Q92956	Tumor Necrosis Factor Receptor Superfamily Member 14
C17342	P08138	Tumor Necrosis Factor Receptor Superfamily Member 16
C97848	Q02223	Tumor Necrosis Factor Receptor Superfamily Member 17
C105568	Q9Y5U5	Tumor Necrosis Factor Receptor Superfamily Member 18
C17800	P19438	Tumor Necrosis Factor Receptor Superfamily Member 1A
C18487	P20333	Tumor Necrosis Factor Receptor Superfamily Member 1B
C105571	O75509	Tumor Necrosis Factor Receptor Superfamily Member 21
C118333	Q93038	Tumor Necrosis Factor Receptor Superfamily Member 25
C116042	P36941	Tumor Necrosis Factor Receptor Superfamily Member 3
C94790	P43489	Tumor Necrosis Factor Receptor Superfamily Member 4
C17281	P25942	Tumor Necrosis Factor Receptor Superfamily Member 5
C17776	P25445	Tumor Necrosis Factor Receptor Superfamily Member 6
C30112	O95407	Tumor Necrosis Factor Receptor Superfamily Member 6B
C38906	P28908	Tumor Necrosis Factor Receptor Superfamily Member 8
C105113	Q07011	Tumor Necrosis Factor Receptor Superfamily Member 9
C91793	Q9H3D4	Tumor Protein 63
C128298	Q9H3D4	Tumor Protein 63 Isoform 2
C30116	P55327	Tumor Protein D52
C30117	Q16890	Tumor Protein D53
C92492	Q96A56	Tumor Protein p53-Inducible Nuclear Protein 1
C18577	O15350	Tumor Protein p73
C84349	Q8N726	Tumor Suppressor ARF
C29590	O75896	Tumor Suppressor Candidate 2
C33960	Q13454	Tumor Suppressor Candidate 3
C88927	Q12888	Tumor Suppressor p53-Binding Protein 1
C21237	Q99816	Tumor Susceptibility Gene 101 Protein
C18544	P09758	Tumor-Associated Calcium Signal Transducer 2
C39918	Q15672	Twist-Related Protein 1
C127916	Q8WVJ9	Twist-Related Protein 2
C106330	O15327	Type II Inositol 3,4-Bisphosphate 4-Phosphatase
C101502	Q6RW13	Type-1 Angiotensin II Receptor-Associated Protein
C21388	P50052	Type-2 Angiotensin II Receptor
C30149	O43914	TYRO Protein Tyrosine Kinase Binding Protein
C17226	P14679	Tyrosinase
C127896	P07101	Tyrosine 3-Monooxygenase
C17390	P00519	Tyrosine-Protein Kinase ABL1
C17697	P51451	Tyrosine-Protein Kinase Blk
C75017	Q06187	Tyrosine-Protein Kinase BTK
C17528	P41240	Tyrosine-Protein Kinase CSK
C18026	P16591	Tyrosine-Protein Kinase Fer
C45498	P07332	Tyrosine-Protein Kinase Fes/Fps
C17483	P09769	Tyrosine-Protein Kinase Fgr
C29586	P42685	Tyrosine-Protein Kinase FRK
C17574	P06241	Tyrosine-Protein Kinase Fyn
C18558	P08631	Tyrosine-Protein Kinase Hck
C29753	Q08881	Tyrosine-Protein Kinase ITK/TSK
C28493	P23458	Tyrosine-Protein Kinase JAK1
C28494	O60674	Tyrosine-Protein Kinase JAK2
C28492	P52333	Tyrosine-Protein Kinase JAK3
C17309	P06239	Tyrosine-Protein Kinase Lck
C17326	P07948	Tyrosine-Protein Kinase Lyn
C26383	Q12866	Tyrosine-Protein Kinase Mer
C30100	P35590	Tyrosine-Protein Kinase Receptor Tie-1
C30148	Q06418	Tyrosine-Protein Kinase Receptor TYRO3
C17475	P30530	Tyrosine-Protein Kinase Receptor UFO
C29920	P34925	Tyrosine-Protein Kinase RYK
C18169	P43405	Tyrosine-Protein Kinase SYK
C30083	P42680	Tyrosine-Protein Kinase TEC
C29879	Q01973	Tyrosine-Protein Kinase Transmembrane Receptor ROR1
C29880	Q01974	Tyrosine-Protein Kinase Transmembrane Receptor ROR2
C18556	P07947	Tyrosine-Protein Kinase Yes
C17596	P43403	Tyrosine-Protein Kinase ZAP-70
C26339	P18031	Tyrosine-Protein Phosphatase Non-Receptor Type 1
C18030	Q06124	Tyrosine-Protein Phosphatase Non-Receptor Type 11
C26341	Q05209	Tyrosine-Protein Phosphatase Non-Receptor Type 12
